CalYear,FinYear,TypeOfIncident,PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode,PumpCount,PumpMinutesRounded,Notional Cost (£)
2013,2013/14,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013507,Queens Park,E09000005,Brent,Willesden,NW10,1,60,290
2020,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011224,EAST WICKHAM,E09000004,BEXLEY,Bexley,DA16,1,81,458
2019,2018/19,Special Service,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,E05013570,Heathrow Villages,E09000017,HILLINGDON,Heathrow,TW6,3,64,355
2009,2009/10,Special Service,Hospital ,Non Residential,1,Assist other agencies,Other assistance to police/ambulance,E05014118,Waterloo & South Bank,E09000022,Lambeth,Lambeth,SE1,1,60,260
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013761,ST. HELIER EAST,E09000029,SUTTON,Mitcham,SM5,2,66,427
2011,2011/12,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011485,South Norwood,E09000008,Croydon,Woodside,SE25,1,60,260
2020,2019/20,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013543,Canons,E09000015,HARROW,Stanmore,HA8,2,115,650
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009381,LONDON FIELDS,E09000012,HACKNEY,Shoreditch,E8,1,60,364
2022,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013738,FULHAM REACH,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W6,1,60,364
2011,2011/12,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Chest Pain / Cardiac Arrest / Heart condition ,E05011226,Falconwood & Welling,E09000004,Bexley,Eltham,DA16,1,62,269
2019,2019/20,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011102,FARADAY,E09000028,SOUTHWARK,Old Kent Road,SE17,1,152,859
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013913,Green Street East,E09000025,NEWHAM,Stratford,E7,1,60,352
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011243,FULLWELL,E09000026,REDBRIDGE,Hainault,IG5,1,60,352
2018,2018/19,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013798,Lancaster Gate,E09000033,WESTMINSTER,Paddington,W2,1,60,333
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013695,WHITEWEBBS,E09000010,ENFIELD,Enfield,EN2,1,60,388
2022,2022/23,Special Service,Bungalow - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013779,HAMPTON NORTH,E09000027,RICHMOND UPON THAMES,Twickenham,TW12,1,60,364
2023,2023/24,Special Service,Hotel/motel ,Other Residential,1,Medical Incident,Medical incident - Lift person ,E05013570,HEATHROW VILLAGES,E09000017,HILLINGDON,Heathrow,TW6,2,60,388
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014087,PLUMSTEAD & GLYNDON,E09000011,GREENWICH,Plumstead,SE18,1,60,388
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Other condition,E05013813,CRICKET GREEN,E09000024,MERTON,Mitcham,CR4,1,62,376
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013990,BROMLEY COMMON & HOLWOOD,E09000006,BROMLEY,Bromley,BR2,2,60,388
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013693,TOWN,E09000010,ENFIELD,Enfield,EN1,1,75,485
2016,2016/17,Special Service,Caravan/Mobile home (permanent dwelling),Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013975,Heaton,E09000016,HAVERING,Harold Hill,RM4,1,124,674
2022,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Effecting entry/exit,Effecting entry/exit - No persons involved,E05013740,GROVE,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W6,1,60,364
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013639,FINCHLEY CHURCH END,E09000003,BARNET,Finchley,N3,1,66,473
2016,2016/17,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014076,East Greenwich,E09000011,GREENWICH,East Greenwich,SE10,2,60,326
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - No action required by Brigade,E05011115,ST. GILES,E09000028,SOUTHWARK,Peckham,SE5,1,60,388
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013752,WHITE CITY,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W12,1,96,688
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013679,EDMONTON GREEN,E09000010,ENFIELD,Edmonton,N9,1,60,364
2023,2023/24,Special Service,Retirement/Old Persons Home,Other Residential,1,Medical Incident,Medical incident - Lift person ,E05013648,WEST FINCHLEY,E09000003,BARNET,Finchley,N3,2,60,388
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013580,UXBRIDGE,E09000017,HILLINGDON,Hillingdon,UB8,1,142,918
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011232,THAMESMEAD EAST,E09000004,BEXLEY,Erith,SE2,1,60,430
2010,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05013994,Clock House,E09000006,Bromley,Woodside,SE20,1,60,260
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013720,DOWNHAM,E09000023,LEWISHAM,Bromley,BR1,1,60,388
2021,2020/21,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014109,St. Martin's,E09000022,LAMBETH,West Norwood,SW2,2,196,1130
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013917,MARYLAND,E09000025,NEWHAM,Stratford,E15,1,60,364
2013,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014083,Kidbrooke Park,E09000011,Greenwich,Eltham,SE3,1,64,277
2023,2023/24,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013809,WESTBOURNE,E09000033,WESTMINSTER,Paddington,W2,2,144,931
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014086,"Mottingham, Coldharbour & New Eltham",E09000011,GREENWICH,Eltham,SE9,1,60,352
2024,2024/25,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013613,FELTHAM NORTH,E09000018,HOUNSLOW,Feltham,TW14,1,60,430
2024,2023/24,False Alarm,House - single occupancy ,Dwelling,1,Unknown,,E05014063,HEATH,E09000002,BARKING AND DAGENHAM,Dagenham,RM10,1,60,388
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05013920,Plaistow West & Canning Town East,E09000025,NEWHAM,Plaistow,E16,1,60,326
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011228,NORTHUMBERLAND HEATH,E09000004,BEXLEY,Erith,DA8,1,60,388
2022,2022/23,Special Service,Boarding House/B&B other ,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013808,West End,E09000033,WESTMINSTER,Soho,W1D,1,96,582
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013591,HERMITAGE & GARDENS,E09000014,HARINGEY,Tottenham,N15,1,60,430
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013821,Pollards Hill,E09000024,MERTON,Norbury,CR4,1,60,339
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013699,Bunhill,E09000019,ISLINGTON,Shoreditch,EC1A,1,60,352
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013898,MARKHOUSE,E09000031,WALTHAM FOREST,Walthamstow,E17,2,173,1119
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013698,BARNSBURY,E09000019,ISLINGTON,Islington,N1,1,60,364
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013501,HARLESDEN & KENSAL GREEN,E09000005,BRENT,Park Royal,NW10,1,63,452
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011485,SOUTH NORWOOD,E09000008,CROYDON,Woodside,SE25,1,60,352
2015,2015/16,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013568,Harefield Village,E09000017,Hillingdon,Ruislip,UB9,1,60,298
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011222,Crayford,E09000004,BEXLEY,Bexley,DA1,1,67,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014061,Gascoigne,E09000002,BARKING AND DAGENHAM,Barking,IG11,2,65,394
2014,2014/15,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013723,Grove Park,E09000023,Lewisham,Eltham,SE9,1,60,295
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05013731,Sydenham,E09000023,LEWISHAM,Beckenham,SE26,2,76,446
2010,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013730,Rushey Green,E09000023,Lewisham,Forest Hill,SE6,2,119,516
2023,2023/24,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013893,HOE STREET,E09000031,WALTHAM FOREST,Walthamstow,E17,1,60,388
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014020,South Balham,E09000032,WANDSWORTH,Tooting,SW12,1,60,352
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013720,Downham,E09000023,LEWISHAM,Bromley,BR1,1,60,364
2014,2014/15,Special Service,Road surface/pavement ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,E05013760,North Cheam,E09000029,Sutton,Sutton,SM3,1,60,295
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013914,GREEN STREET WEST,E09000025,NEWHAM,Stratford,E13,1,60,388
2014,2014/15,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011240,Clementswood,E09000026,Redbridge,Ilford,IG1,1,60,295
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013566,COLHAM & COWLEY,E09000017,HILLINGDON,Hillingdon,UB10,2,111,718
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013765,SUTTON CENTRAL,E09000029,SUTTON,Sutton,SM1,1,164,995
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013581,West Drayton,E09000017,HILLINGDON,Hayes,UB7,1,66,387
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013628,BARNET VALE,E09000003,BARNET,Barnet,EN5,1,60,388
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013701,CANONBURY,E09000019,ISLINGTON,Islington,N1,1,60,364
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013901,VALLEY,E09000031,WALTHAM FOREST,Chingford,E4,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013719,DEPTFORD,E09000023,LEWISHAM,Deptford,SE8,1,77,498
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011487,WADDON,E09000008,CROYDON,Croydon,CR2,1,60,388
2014,2014/15,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013731,Sydenham,E09000023,Lewisham,Forest Hill,SE26,1,98,482
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013502,KENTON,E09000005,BRENT,Stanmore,HA3,1,60,364
2019,2019/20,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009398,NORLAND,E09000020,KENSINGTON AND CHELSEA,North Kensington,W11,2,60,339
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013611,CHISWICK RIVERSIDE,E09000018,HOUNSLOW,Chiswick,W4,1,80,517
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05013813,Cricket Green,E09000024,MERTON,Mitcham,CR4,1,60,326
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014008,WEST WICKHAM,E09000006,BROMLEY,Woodside,BR4,1,72,466
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013582,Wood End,E09000017,Hillingdon,Hayes,UB3,2,60,260
2017,2016/17,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05014116,Streatham Wells,E09000022,LAMBETH,Tooting,SW16,1,91,494
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013942,OLD MALDEN,E09000021,KINGSTON UPON THAMES,New Malden,KT3,2,237,1438
2020,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014095,Brixton Acre Lane,E09000022,LAMBETH,Clapham,SW2,1,94,542
2011,2011/12,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013691,Southbury,E09000010,Enfield,Enfield,EN1,1,60,260
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009370,DALSTON,E09000012,HACKNEY,Homerton,E8,1,60,352
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013682,HASELBURY,E09000010,ENFIELD,Edmonton,N9,1,60,430
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013629,Brunswick Park,E09000003,BARNET,Barnet,EN4,1,60,352
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013822,RAVENSBURY,E09000024,MERTON,Mitcham,SM4,2,130,841
